Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Strokes,[],Training Stress Score®,Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Pool Swimming,2022-02-24 09:15:23,false,"Pool Swimming","1,000","240","00:26:37","152","177","3.5","0","0","2:22","1:50","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","606","101","26","0","0:00","0.0","0:00","No","01:08.51.5","5","0.0","00:23:41","00:26:43","--","--"
Pool Swimming,2022-02-18 12:05:34,false,"Pool Swimming","1,000","240","00:28:05","139","182","3.1","0","0","2:24","1:52","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","598","102","25","0","0:00","0.0","0:00","No","01:58.97.2","5","0.0","00:24:00","00:28:12","--","--"
Pool Swimming,2022-02-13 08:58:31,false,"Pool Swimming","1,200","287","00:34:04","156","172","3.6","0","0","2:23","1:40","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","738","102","26","0","0:00","0.0","0:00","No","00:59.57.5","9","0.0","00:28:34","00:34:10","--","--"
Pool Swimming,2022-02-11 09:15:33,false,"Pool Swimming","1,100","264","00:31:14","153","168","3.5","0","0","2:18","1:40","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","648","99","26","0","0:00","0.0","0:00","No","00:56.39.5","11","0.0","00:25:19","00:31:22","--","--"
Pool Swimming,2022-02-06 09:47:16,true,"Pool Swimming","1,000","240","00:27:02","157","181","3.5","0","0","2:12","1:41","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","578","95","26","0","0:00","0.0","0:00","No","00:55.56.7","9","0.0","00:21:56","00:27:10","--","--"
Pool Swimming,2022-02-03 11:26:26,false,"Pool Swimming","800","192","00:18:14","128","168","2.1","0","0","2:17","1:40","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","489","99","27","0","0:00","0.0","0:00","No","18:13.94.9","1","0.0","00:18:14","00:19:04","--","--"
Pool Swimming,2022-01-29 14:42:52,false,"Pool Swimming","1,200","288","00:30:42","155","175","3.4","0","0","2:18","1:48","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","723","99","26","0","0:00","0.0","0:00","No","00:07.01","4","0.0","00:27:38","00:30:48","--","--"
Open Water Swimming,2022-01-26 11:12:58,false,"Cohuna Open Water Swimming","121","28","00:03:16.7","132","156","0.7","0","0","2:43","1:32","4","3","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","87","59","25","0","0:00","0.0","0:00","No","03:16.68.8","1","0.0","00:02:47","00:03:16.7","91","96"
Pool Swimming,2022-01-24 18:30:59,false,"Pool Swimming","1,000","240","00:27:06","146","172","3.0","0","0","2:17","1:43","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","588","98","26","0","0:00","0.0","0:00","No","02:03.24.5","5","0.0","00:22:50","00:27:13","--","--"
Pool Swimming,2022-01-22 13:49:39,false,"Pool Swimming","1,500","360","00:39:32","153","171","3.5","0","0","2:20","1:51","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","883","99","25","0","0:00","0.0","0:00","No","02:01.70.7","5","0.0","00:35:02","00:39:41","--","--"
Pool Swimming,2022-01-20 17:15:59,false,"Pool Swimming","1,000","240","00:27:30","150","162","3.0","0","0","2:22","1:51","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","601","101","25","0","0:00","0.0","0:00","No","00:52.93.1","6","0.0","00:23:43","00:27:34","--","--"
Pool Swimming,2022-01-18 16:36:49,false,"Pool Swimming","1,100","264","00:27:51","157","176","3.3","0","0","2:16","1:49","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","671","98","27","0","0:00","0.0","0:00","No","00:09.07.1","4","0.0","00:24:53","00:27:57","--","--"
Pool Swimming,2022-01-16 08:38:07,false,"Pool Swimming","1,450","346","00:40:08","150","181","3.3","0","0","2:29","1:50","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","906","106","25","0","0:00","0.0","0:00","No","00:07.51.5","6","0.0","00:35:54","00:40:13","--","--"
Pool Swimming,2022-01-14 09:46:01,false,"Pool Swimming","1,900","421","00:47:30","154","181","3.7","0","0","2:17","0:24","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","1013","97","25","0","0:00","0.0","0:00","No","00:03.19.4","13","0.0","00:39:54","00:47:36","--","--"
Pool Swimming,2022-01-13 08:30:33,false,"Pool Swimming","1,500","360","00:39:26","154","172","3.5","0","0","2:25","1:53","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","924","103","26","0","0:00","0.0","0:00","No","00:08.50.3","6","0.0","00:36:10","00:39:32","--","--"
Pool Swimming,2022-01-11 18:10:08,false,"Pool Swimming","1,000","240","00:25:25","157","173","3.3","0","0","2:21","1:45","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","626","102","27","0","0:00","0.0","0:00","No","01:53.44.3","2","0.0","00:23:31","00:25:32","--","--"
Pool Swimming,2022-01-09 08:38:55,false,"Pool Swimming","1,550","373","00:40:16","152","166","3.8","0","0","2:22","0:28","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","950","102","26","0","0:00","0.0","0:00","No","00:34.92.8","4","0.0","00:36:42","00:40:23","--","--"
Pool Swimming,2022-01-07 13:30:12,false,"Pool Swimming","1,500","360","00:41:10","149","165","3.3","0","0","2:27","1:43","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","953","105","26","0","0:00","0.0","0:00","No","01:00.57.8","5","0.0","00:36:43","00:41:23","--","--"
Pool Swimming,2022-01-05 07:34:42,false,"Pool Swimming","2,000","480","00:54:43","155","184","3.8","0","0","2:29","2:01","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","1242","105","25","0","0:00","0.0","0:00","No","01:46.34.5","5","0.0","00:49:32","00:55:09","--","--"
Pool Swimming,2022-01-03 08:41:55,false,"Pool Swimming","1,400","336","00:35:29","154","167","3.5","0","0","2:25","1:47","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","879","104","26","0","0:00","0.0","0:00","No","01:45.45.3","3","0.0","00:33:43","00:35:38","--","--"
Pool Swimming,2022-01-02 10:01:51,false,"Pool Swimming","1,900","455","00:50:17","157","180","3.9","0","0","2:25","1:56","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","1154","103","25","0","0:00","0.0","0:00","No","00:10.77.7","6","0.0","00:45:56","00:50:29","--","--"
